"number","value","datetime_start","datetime_complete","duration","params_decoder_layer_width_0","params_decoder_layer_width_1","params_decoder_layer_width_2","params_decoder_layer_width_3","params_decoder_layer_width_4","params_encoder_layer_width_0","params_encoder_layer_width_1","params_encoder_layer_width_2","params_encoder_layer_width_3","params_encoder_layer_width_4","params_lr","params_n_decoder_layers","params_n_encoder_layers","user_attrs_avg_mae","user_attrs_avg_mape","user_attrs_avg_ndcg10","user_attrs_avg_ndcg20","user_attrs_avg_ndcg50","user_attrs_avg_r2","user_attrs_fold10_mae","user_attrs_fold10_mape","user_attrs_fold10_ndcg10","user_attrs_fold10_ndcg20","user_attrs_fold10_ndcg50","user_attrs_fold10_r2","user_attrs_fold11_mae","user_attrs_fold11_mape","user_attrs_fold11_ndcg10","user_attrs_fold11_ndcg20","user_attrs_fold11_ndcg50","user_attrs_fold11_r2","user_attrs_fold12_mae","user_attrs_fold12_mape","user_attrs_fold12_ndcg10","user_attrs_fold12_ndcg20","user_attrs_fold12_ndcg50","user_attrs_fold12_r2","user_attrs_fold13_mae","user_attrs_fold13_mape","user_attrs_fold13_ndcg10","user_attrs_fold13_ndcg20","user_attrs_fold13_ndcg50","user_attrs_fold13_r2","user_attrs_fold14_mae","user_attrs_fold14_mape","user_attrs_fold14_ndcg10","user_attrs_fold14_ndcg20","user_attrs_fold14_ndcg50","user_attrs_fold14_r2","user_attrs_fold15_mae","user_attrs_fold15_mape","user_attrs_fold15_ndcg10","user_attrs_fold15_ndcg20","user_attrs_fold15_ndcg50","user_attrs_fold15_r2","user_attrs_fold16_mae","user_attrs_fold16_mape","user_attrs_fold16_ndcg10","user_attrs_fold16_ndcg20","user_attrs_fold16_ndcg50","user_attrs_fold16_r2","user_attrs_fold17_mae","user_attrs_fold17_mape","user_attrs_fold17_ndcg10","user_attrs_fold17_ndcg20","user_attrs_fold17_ndcg50","user_attrs_fold17_r2","user_attrs_fold1_mae","user_attrs_fold1_mape","user_attrs_fold1_ndcg10","user_attrs_fold1_ndcg20","user_attrs_fold1_ndcg50","user_attrs_fold1_r2","user_attrs_fold2_mae","user_attrs_fold2_mape","user_attrs_fold2_ndcg10","user_attrs_fold2_ndcg20","user_attrs_fold2_ndcg50","user_attrs_fold2_r2","user_attrs_fold3_mae","user_attrs_fold3_mape","user_attrs_fold3_ndcg10","user_attrs_fold3_ndcg20","user_attrs_fold3_ndcg50","user_attrs_fold3_r2","user_attrs_fold4_mae","user_attrs_fold4_mape","user_attrs_fold4_ndcg10","user_attrs_fold4_ndcg20","user_attrs_fold4_ndcg50","user_attrs_fold4_r2","user_attrs_fold5_mae","user_attrs_fold5_mape","user_attrs_fold5_ndcg10","user_attrs_fold5_ndcg20","user_attrs_fold5_ndcg50","user_attrs_fold5_r2","user_attrs_fold6_mae","user_attrs_fold6_mape","user_attrs_fold6_ndcg10","user_attrs_fold6_ndcg20","user_attrs_fold6_ndcg50","user_attrs_fold6_r2","user_attrs_fold7_mae","user_attrs_fold7_mape","user_attrs_fold7_ndcg10","user_attrs_fold7_ndcg20","user_attrs_fold7_ndcg50","user_attrs_fold7_r2","user_attrs_fold8_mae","user_attrs_fold8_mape","user_attrs_fold8_ndcg10","user_attrs_fold8_ndcg20","user_attrs_fold8_ndcg50","user_attrs_fold8_r2","user_attrs_fold9_mae","user_attrs_fold9_mape","user_attrs_fold9_ndcg10","user_attrs_fold9_ndcg20","user_attrs_fold9_ndcg50","user_attrs_fold9_r2","user_attrs_pca_components","system_attrs_completed_rung_0","system_attrs_completed_rung_1","system_attrs_completed_rung_2","state"
0,0.1548517412122558,"2025-05-16 21:03:14.520873","2025-05-16 21:03:19.731147","0 days 00:00:05.210274",208,48.0,224.0,"","",96,128.0,"","","",0.008243996439762587,3,2,0.1548517412122558,1397.190025105196,0.4220689066192683,0.4358576338957338,0.4660412301035488,-0.1855926794164321,0.1402941644191742,606.5560302734375,0.29064279794692993,0.32630449533462524,0.4506009519100189,0.020249664783477783,0.24817006289958954,5800.7060546875,0.8185750246047974,0.7429955005645752,0.7032746076583862,-0.31188511848449707,0.19549773633480072,244.9167022705078,0.9864055514335632,0.9425066709518433,0.7929033041000366,-0.1506345272064209,0.18835243582725525,63.640342712402344,0.32243213057518005,0.347100168466568,0.31951263546943665,-0.4924262762069702,0.122034952044487,237.83938598632812,0.27508774399757385,0.2312612384557724,0.2593439817428589,0.008828461170196533,0.11882723867893219,94.24406433105469,0.10544905811548233,0.12157665938138962,0.14041969180107117,-0.1503152847290039,0.23940955102443695,188.88320922851562,0.24521106481552124,0.34417128562927246,0.32437562942504883,-0.3305257558822632,0.10188714414834976,136.78683471679688,0.22211962938308716,0.24619553983211517,0.2519325315952301,-0.05842769145965576,0.16569967567920685,58.476932525634766,0.38612279295921326,0.4868279993534088,0.6322813630104065,-0.4514530897140503,0.19933757185935974,1539.734130859375,0.7250641584396362,0.7370055913925171,0.8601834177970886,-0.054678916931152344,0.19043229520320892,87.66039276123047,0.28797298669815063,0.42850667238235474,0.49922439455986023,-0.9812695980072021,0.13522832095623016,57.317291259765625,0.4989953935146332,0.5340767502784729,0.6762701272964478,-0.09179925918579102,0.08273153007030487,11315.2509765625,0.30088576674461365,0.4462890625,0.46863946318626404,-0.06152224540710449,0.10668376833200455,451.835205078125,0.3080030381679535,0.25634294748306274,0.2506653070449829,-0.275185227394104,0.15539796650409698,592.702392578125,0.4457850456237793,0.441689133644104,0.5412579774856567,0.10088580846786499,0.09811235219240189,1596.301513671875,0.5006039142608643,0.3878203332424164,0.3508015275001526,0.04872530698776245,0.14438283443450928,679.3789672851562,0.45581531524658203,0.3889097273349762,0.4010140001773834,0.07635819911956787,5.0,"","","","COMPLETE"
1,0.14900780030909708,"2025-05-16 21:03:19.731618","2025-05-16 21:03:26.087182","0 days 00:00:06.355564",32,"","","","",192,240.0,144.0,208.0,"",0.01207910576299077,1,4,0.14900780030909708,1584.0392826304717,0.3735852557070115,0.40179703143589635,0.4491902015664998,-0.26237621026880603,0.13937149941921234,584.4539184570312,0.2776123881340027,0.2891646921634674,0.5357135534286499,0.008480370044708252,0.14183543622493744,2056.564453125,0.07792391628026962,0.3131357729434967,0.3562777042388916,0.0022411346435546875,0.19553890824317932,208.94580078125,0.03504239395260811,0.05061845853924751,0.08311937004327774,-0.22048509120941162,0.18719607591629028,62.61323547363281,0.5175718665122986,0.4679252803325653,0.39168334007263184,-0.4687967300415039,0.1253669261932373,252.521484375,0.04570164158940315,0.06926030665636063,0.15651920437812805,-0.0005519390106201172,0.12120867520570755,80.91415405273438,0.3035666048526764,0.3504992723464966,0.3814309537410736,-0.24787962436676025,0.2381800413131714,148.78501892089844,0.9655141234397888,0.9497755765914917,0.844262421131134,-0.37093281745910645,0.11355531215667725,74.87557220458984,0.16633036732673645,0.3710179030895233,0.43047839403152466,-0.4078465700149536,0.14024879038333893,49.497928619384766,0.6858863234519958,0.6507647633552551,0.6744754910469055,-0.17750513553619385,0.21215684711933136,1105.6302490234375,0.41602110862731934,0.45632630586624146,0.6791827082633972,-0.38381707668304443,0.1773405522108078,80.2396469116211,0.7590088844299316,0.7410425543785095,0.7121214270591736,-0.7509033679962158,0.1344122737646103,55.084686279296875,0.13057634234428406,0.20498906075954437,0.2876683175563812,-0.2088536024093628,0.08664803206920624,19887.9296875,0.6404684782028198,0.569110095500946,0.5564019680023193,-0.13546884059906006,0.15393193066120148,478.7248229980469,0.3432731628417969,0.3063192665576935,0.34153178334236145,-1.0798556804656982,0.15078817307949066,387.94451904296875,0.4497254192829132,0.38719823956489563,0.4605458378791809,-0.05977976322174072,0.08030256628990173,843.6939086914062,0.08880898356437683,0.23276092112064362,0.25211605429649353,-0.015579938888549805,0.13505056500434875,570.2487182617188,0.4479173421859741,0.42064106464385986,0.4927048981189728,0.05713909864425659,5.0,0.1177671030163765,0.11627074331045151,0.13054127991199493,"COMPLETE"
2,0.14893639175330892,"2025-05-16 21:03:26.087630","2025-05-16 21:03:33.176723","0 days 00:00:07.089093",32,208.0,16.0,112.0,"",112,192.0,80.0,64.0,"",0.001264665596505203,4,4,0.14893639175330892,1857.2511827805463,0.3287700342343134,0.36371676569037575,0.4124739139395602,-0.23992374364067526,0.13333062827587128,518.60107421875,0.31188902258872986,0.3429405689239502,0.5067874789237976,0.0075321197509765625,0.16554634273052216,2900.84130859375,0.03060993179678917,0.28969910740852356,0.3221264183521271,-0.012840628623962402,0.1963369995355606,250.46458435058594,0.12292557209730148,0.16947001218795776,0.22361545264720917,-0.15507149696350098,0.1852550357580185,63.273990631103516,0.2466667741537094,0.35883185267448425,0.3254883885383606,-0.4453645944595337,0.11563234776258469,186.00042724609375,0.3384231626987457,0.31363430619239807,0.3087584376335144,-0.05131709575653076,0.11910181492567062,89.55152130126953,0.4923677444458008,0.43911877274513245,0.4256192743778229,-0.18079280853271484,0.23675097525119781,176.46337890625,0.2679806649684906,0.33379822969436646,0.2825370132923126,-0.32205772399902344,0.10624205321073532,168.47198486328125,0.4489246904850006,0.3750772774219513,0.33621692657470703,-0.017072081565856934,0.1647525131702423,54.299949645996094,0.38426974415779114,0.36287233233451843,0.6007916331291199,-0.5468230247497559,0.22212721407413483,697.0479736328125,0.30660781264305115,0.3673427700996399,0.629822850227356,-0.49623048305511475,0.16593167185783386,67.16725158691406,0.7595598697662354,0.7423845529556274,0.7522327899932861,-0.7199331521987915,0.1367940604686737,47.716827392578125,0.3553861677646637,0.5159260034561157,0.6060971617698669,-0.271274209022522,0.08628023415803909,24197.6171875,0.628332793712616,0.5883937478065491,0.5336713194847107,-0.0861591100692749,0.10342393815517426,233.0753631591797,0.1591448336839676,0.22844582796096802,0.3377998173236847,-0.34308040142059326,0.15462709963321686,424.9845886230469,0.1824994534254074,0.27726033329963684,0.32185396552085876,-0.06550312042236328,0.0990239679813385,1386.1849365234375,0.016155265271663666,0.02362135611474514,0.07950180023908615,-0.006507277488708496,0.14076176285743713,111.50775909423828,0.5373470783233643,0.4543679654598236,0.41913580894470215,-0.366208553314209,5.0,0.11401132494211197,0.11622732132673264,0.11550857126712799,"COMPLETE"
3,0.1143985167145729,"2025-05-16 21:03:33.177158","2025-05-16 21:03:33.830605","0 days 00:00:00.653447",224,128.0,224.0,160.0,48.0,128,160.0,"","","",0.013833659818743675,5,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.16816480457782745,58.68982696533203,0.3282499313354492,0.3969933092594147,0.581527054309845,-0.5302432775497437,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1143985167145729,"","","PRUNED"
4,0.14890595043406768,"2025-05-16 21:03:33.830875","2025-05-16 21:03:38.364608","0 days 00:00:04.533733",224,192.0,224.0,208.0,"",160,"","","","",0.0068638761645429544,4,1,0.14890595043406768,1697.8636207580566,0.533519743996508,0.5038373391417896,0.5078914174262215,-0.06422497945673325,0.12228766828775406,439.1537780761719,0.4201783537864685,0.5448756814002991,0.5687754154205322,0.12000763416290283,0.18657468259334564,4420.197265625,0.8022161722183228,0.7858728766441345,0.7702826857566833,-0.0020335912704467773,0.20030859112739563,299.5995178222656,0.2069225013256073,0.17913861572742462,0.1758861094713211,-0.09130549430847168,0.1849891096353531,67.53539276123047,0.22765320539474487,0.20161926746368408,0.2988331615924835,-0.3925899267196655,0.137616828083992,260.39764404296875,0.06283264607191086,0.08653394877910614,0.10972563922405243,-0.14958059787750244,0.11682797968387604,79.76039123535156,0.26240283250808716,0.2411307692527771,0.2926626205444336,-0.11800515651702881,0.23238317668437958,167.92813110351562,0.9447472095489502,0.938340425491333,0.7477798461914062,-0.2560940980911255,0.15173116326332092,305.46990966796875,0.12262699007987976,0.14015106856822968,0.1708124876022339,-0.3259223699569702,0.13689810037612915,58.54774856567383,0.8763611912727356,0.7615985870361328,0.8119037747383118,0.10302531719207764,0.18428291380405426,870.750732421875,0.6999335885047913,0.7794052362442017,0.881051242351532,0.015257298946380615,0.15916214883327484,93.06745910644531,0.7805145382881165,0.7476790547370911,0.7309169769287109,-0.21230721473693848,0.1638016700744629,102.9175033569336,0.9083162546157837,0.7667791843414307,0.7921245694160461,-0.09371984004974365,0.09155113250017166,19491.076171875,0.6792503595352173,0.5783672332763672,0.5258217453956604,0.06453472375869751,0.10556931048631668,713.4840698242188,0.6303861737251282,0.5622563362121582,0.5676983594894409,-0.035372138023376465,0.15411241352558136,451.9802551269531,0.5732954144477844,0.4525524973869324,0.38665205240249634,0.01789635419845581,0.07971789687871933,732.5588989257812,0.10164516419172287,0.19827717542648315,0.20210431516170502,0.043562352657318115,0.12358637154102325,309.2566833496094,0.7705530524253845,0.6006568074226379,0.6011230945587158,0.22082209587097168,5.0,0.10368432104587555,0.10461962968111038,0.1033795028924942,"COMPLETE"
5,0.12877938151359558,"2025-05-16 21:03:38.365003","2025-05-16 21:03:39.075741","0 days 00:00:00.710738",256,112.0,16.0,144.0,"",240,128.0,64.0,"","",0.03392686743730657,4,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.17059145867824554,57.42790222167969,0.16381923854351044,0.31352198123931885,0.5454349517822266,-0.5891185998916626,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.12877938151359558,"","","PRUNED"
6,0.11376727372407913,"2025-05-16 21:03:39.076007","2025-05-16 21:03:40.017454","0 days 00:00:00.941447",144,240.0,256.0,112.0,48.0,112,192.0,16.0,192.0,"",0.005061408135888721,5,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.12692926824092865,39.16997146606445,0.7956206202507019,0.7211862206459045,0.7363951802253723,-0.20152032375335693,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11376727372407913,"","","PRUNED"
7,0.13663212954998016,"2025-05-16 21:03:40.017767","2025-05-16 21:03:40.995252","0 days 00:00:00.977485",64,256.0,112.0,128.0,"",128,80.0,64.0,128.0,240.0,0.078617740847525,4,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.2747129499912262,119.98731994628906,0.14992178976535797,0.1585555076599121,0.2409653514623642,-1.7839717864990234,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.13663212954998016,"","","PRUNED"
8,0.1242263913154602,"2025-05-16 21:03:40.995529","2025-05-16 21:03:41.875683","0 days 00:00:00.880154",16,192.0,32.0,208.0,"",160,256.0,192.0,160.0,"",0.00012142862046499143,4,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1552068442106247,47.75634002685547,0.2683021128177643,0.2834987938404083,0.5627574920654297,-0.5055702924728394,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1242263913154602,"","","PRUNED"
9,0.11760248243808746,"2025-05-16 21:03:41.875953","2025-05-16 21:03:42.839220","0 days 00:00:00.963267",144,32.0,"","","",112,"","","","",0.0014500725345525049,2,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.15894201397895813,59.145755767822266,0.9017716646194458,0.7558315992355347,0.767325222492218,-0.24148333072662354,0.20381908118724823,1268.90869140625,0.7300513982772827,0.6984575390815735,0.8714074492454529,-0.16305792331695557,0.15624049305915833,71.3809814453125,0.8286429643630981,0.745035707950592,0.7554104924201965,-0.36971402168273926,0.13599567115306854,56.52996826171875,0.9285594820976257,0.8202045559883118,0.8573639988899231,-0.02313971519470215,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11032215505838394,0.11760248243808746,"","PRUNED"
10,0.11397034674882889,"2025-05-16 21:03:42.839497","2025-05-16 21:03:43.220564","0 days 00:00:00.381067",192,176.0,"","","",16,"","","","",0.0002954346525863667,2,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.16605938971042633,60.77468490600586,0.7394388914108276,0.6931671500205994,0.7307711839675903,-0.3769763708114624,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11397034674882889,"","","PRUNED"
11,0.11362740397453308,"2025-05-16 21:03:43.220846","2025-05-16 21:03:43.942799","0 days 00:00:00.721953",80,192.0,144.0,"","",64,16.0,224.0,"","",0.0014791170828222062,3,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.15071123838424683,49.698272705078125,0.8294721841812134,0.7309165596961975,0.7429024577140808,-0.3121150732040405,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11362740397453308,"","","PRUNED"
12,0.11832033097743988,"2025-05-16 21:03:43.943105","2025-05-16 21:03:46.432899","0 days 00:00:02.489794",96,224.0,144.0,16.0,"",192,208.0,112.0,16.0,16.0,0.0014394639691587832,4,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.16854961216449738,59.506778717041016,0.7670159339904785,0.689713716506958,0.7261216640472412,-0.4831271171569824,0.2217850387096405,1099.07275390625,0.35807687044143677,0.4814563989639282,0.692746639251709,-0.4592653512954712,0.17549213767051697,75.38396453857422,0.7728471755981445,0.7349333167076111,0.7190988063812256,-0.802655816078186,0.12973585724830627,53.149898529052734,0.4458138346672058,0.5085366368293762,0.6680841445922852,-0.11974751949310303,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11310992389917374,0.11832033097743988,"","PRUNED"
13,0.11405331641435623,"2025-05-16 21:03:46.433199","2025-05-16 21:03:47.276285","0 days 00:00:00.843086",176,160.0,80.0,256.0,240.0,176,80.0,144.0,"","",0.000452438736539465,5,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.15898974239826202,53.94837188720703,0.4130419194698334,0.5027493238449097,0.6482552289962769,-0.43988144397735596,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11405331641435623,"","","PRUNED"
14,0.1133425384759903,"2025-05-16 21:03:47.276576","2025-05-16 21:03:48.724009","0 days 00:00:01.447433",112,96.0,192.0,"","",240,176.0,"","","",0.002669235881245876,3,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1312042474746704,56.513214111328125,0.8040131330490112,0.751649796962738,0.7718304395675659,0.2004297375679016,0.18939480185508728,1245.78857421875,0.6371233463287354,0.757326602935791,0.8655035495758057,-0.02223038673400879,0.14687296748161316,93.43927001953125,0.7877132892608643,0.7709115743637085,0.7901224493980408,-0.04597437381744385,0.1378898322582245,60.593074798583984,0.6031814217567444,0.6127795577049255,0.6922779083251953,-0.09459817409515381,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11076374351978302,0.1133425384759903,"","PRUNED"
15,0.11511821299791336,"2025-05-16 21:03:48.724276","2025-05-16 21:03:49.199660","0 days 00:00:00.475384",256,208.0,64.0,64.0,"",64,"","","","",0.0005365076140925555,4,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.16251984238624573,59.486080169677734,0.8607533574104309,0.7461234927177429,0.74463951587677,-0.3589324951171875,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11511821299791336,"","","PRUNED"
16,0.11748499423265457,"2025-05-16 21:03:49.199919","2025-05-16 21:03:50.058748","0 days 00:00:00.858829",48,160.0,192.0,"","",160,224.0,256.0,48.0,"",0.029404376343711642,3,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1307966411113739,38.154869079589844,0.8572670221328735,0.7965456247329712,0.7950082421302795,-0.28492462635040283,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11748499423265457,"","","PRUNED"
17,0.11056698113679886,"2025-05-16 21:03:50.059048","2025-05-16 21:03:51.743304","0 days 00:00:01.684256",160,224.0,"","","",80,80.0,80.0,"","",0.0031532573155310085,2,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.12650981545448303,49.03193283081055,0.8399212956428528,0.7543006539344788,0.7378817796707153,0.11852973699569702,0.21596075594425201,1110.534912109375,0.499530553817749,0.5213905572891235,0.7912381887435913,-0.39654624462127686,0.1289369910955429,61.13203811645508,0.7940579056739807,0.7422125339508057,0.7697377800941467,-0.07838547229766846,0.13417309522628784,53.77212142944336,0.6088645458221436,0.6701065301895142,0.7029089331626892,-0.09675037860870361,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11046270281076431,0.11056698113679886,"","PRUNED"
18,0.11440761387348175,"2025-05-16 21:03:51.743604","2025-05-16 21:03:52.398792","0 days 00:00:00.655188",112,80.0,112.0,208.0,240.0,32,32.0,"","","",0.0007668179393958251,5,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1572708934545517,57.42763900756836,0.8045915365219116,0.7030722498893738,0.7484537363052368,-0.27968859672546387,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11440761387348175,"","","PRUNED"
19,0.121114082634449,"2025-05-16 21:03:52.399057","2025-05-16 21:03:53.461843","0 days 00:00:01.062786",224,144.0,176.0,80.0,"",224,160.0,16.0,96.0,80.0,0.0001844063738069681,4,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.15512308478355408,47.67716979980469,0.3626427948474884,0.34381407499313354,0.5207840204238892,-0.5146420001983643,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.121114082634449,"","","PRUNED"
20,0.11500126868486404,"2025-05-16 21:03:53.462119","2025-05-16 21:03:54.291427","0 days 00:00:00.829308",16,"","","","",144,112.0,176.0,256.0,"",0.0054383377867465695,1,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1448199301958084,47.44498825073242,0.7241998910903931,0.6867952942848206,0.6883665323257446,-0.2835952043533325,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11500126868486404,"","","PRUNED"
